state,year,month,api
Pahang,2021,10,43.51747312
Pahang,2021,11,29.03472222
Pahang,2021,12,36.20833333
Pahang,2022,1,39.32839838
Pahang,2022,2,27.06259314
Pahang,2022,3,36.14872521
Pahang,2022,4,35.48055556
Pahang,2022,5,40.14583333
Pahang,2017,1,25.58344828
Pahang,2017,2,27.95833333
Pahang,2017,3,34.77553763
Pahang,2017,4,30.57692308
Pahang,2017,5,21.10220441
Pahang,2017,6,23.35982659
Pahang,2017,7,26.75537634
Pahang,2017,8,22.12313938
Pahang,2017,9,20.69861111
Pahang,2017,10,20.21102151
Pahang,2017,11,15.63414634
Pahang,2017,12,16.59001513
Pahang,2018,1,11.2349486
Pahang,2018,2,21.13636364
Pahang,2018,3,17.66801075
Pahang,2018,4,20.40555556
Pahang,2018,5,18.52284946
Pahang,2018,6,23.78676471
Pahang,2018,7,28.61693548
Pahang,2018,8,45.16801075
Pahang,2018,9,47.16340782
Pahang,2018,10,35.65188172
Pahang,2018,11,27.3375
Pahang,2018,12,23.79435484
Pahang,2019,1,34.2688172
Pahang,2019,2,41.93005952
Pahang,2019,3,55.88306452
Pahang,2019,4,50.61527778
Pahang,2019,5,48.44354839
Pahang,2019,6,49.13888889
Pahang,2019,7,58.4905914
Pahang,2019,8,67.40322581
Pahang,2019,9,80.40833333
Pahang,2019,10,40.78225806
Pahang,2019,11,33.33333333
Pahang,2019,12,32.52419355
Pahang,2020,1,38.28494624
Pahang,2020,2,41.30747126
Pahang,2020,3,49.88844086
Pahang,2020,4,41.20277778
Pahang,2020,5,42.68548387
Pahang,2020,6,47.82197497
Pahang,2020,7,48.02016129
Pahang,2020,8,57.52822581
Pahang,2020,9,51.23289665
Pahang,2020,10,51.20295699
Pahang,2020,11,30.76944444
Pahang,2020,12,35.1754386
Pahang,2021,1,35.8655914
Pahang,2021,2,51.05654762
Pahang,2021,3,46.68010753
Pahang,2021,4,48.38055556
Pahang,2021,5,46.96505376
Pahang,2021,6,50.45833333
Pahang,2021,7,54.25268817
Pahang,2021,8,49.91397849
Pahang,2021,9,48.39861111
Pahang,2021,10,51.73342541
Pahang,2021,11,35.54444444
Pahang,2021,12,36.51075269
Pahang,2022,1,41.97577389
Pahang,2022,2,33.73472429
Pahang,2022,3,42.38983051
Pahang,2022,4,43.68156425
Pahang,2022,5,52.65384615
Perlis,2017,1,34.88306452
Perlis,2017,2,40.70982143
Perlis,2017,3,43.51977401
Perlis,2017,4,31.525
Perlis,2017,5,22.45142857
Perlis,2017,6,22.03144654
Perlis,2017,7,22.106469
Perlis,2017,8,17.36827586
Perlis,2017,9,14.65343511
Perlis,2017,10,15.78370787
Perlis,2017,11,17.00862069
Perlis,2017,12,24.95926966
Perlis,2018,1,21.37162162
Perlis,2018,2,28.31006494
Perlis,2018,3,24.72198582
Perlis,2018,4,24.24444444
Perlis,2018,5,20.75172414
Perlis,2018,6,27.17488076
Perlis,2018,7,25
Perlis,2018,8,43.17142857
Perlis,2018,9,36.18472222
Perlis,2018,10,36.43010753
Perlis,2018,11,43.3
Perlis,2018,12,36.63674033
Perlis,2019,1,48.99731183
Perlis,2019,2,49.26041667
Perlis,2019,3,56.5188172
Perlis,2019,4,50.89722222
Perlis,2019,5,35.57392473
Perlis,2019,6,43.16666667
Perlis,2019,7,53.55241935
Perlis,2019,8,51.77822581
Perlis,2019,9,64.21666667
Perlis,2019,10,31.14784946
Perlis,2019,11,36.44305556
Perlis,2019,12,42.7016129
Perlis,2020,1,42.23655914
Perlis,2020,2,42.5933908
Perlis,2020,3,49.8172043
Perlis,2020,4,42.10555556
Perlis,2020,5,35.92328398
Perlis,2020,6,42.6620306
Perlis,2020,7,41.52688172
Perlis,2020,8,48.02822581
Perlis,2020,9,41.8937409
Perlis,2020,10,42.63037634
Perlis,2020,11,45.875
Perlis,2020,12,42.74596774
Perlis,2021,1,49.49596774
Perlis,2021,2,55.86011905
Perlis,2021,3,46.45956873
Perlis,2021,4,37.92777778
Perlis,2021,5,33.34811828
Perlis,2021,6,46.12222222
Perlis,2021,7,42.55480379
Perlis,2021,8,32.06989247
Perlis,2021,9,38.20555556
Perlis,2021,10,37.61021505
Perlis,2021,11,28.19734904
Perlis,2021,12,43.99057873
Perlis,2022,1,49.8909825
Perlis,2022,2,39.78539493
Perlis,2022,3,40.75251799
Perlis,2022,4,43.16666667
Perlis,2022,5,44.22435897
Sarawak,2017,1,23.22715054
Sarawak,2017,2,23.3974359
Sarawak,2017,3,22.02688172
Sarawak,2017,4,17.2097561
Sarawak,2017,5,16.40092166
Sarawak,2017,6,14.46901173
Sarawak,2017,7,21.41846758
Sarawak,2017,8,17.49568221
Sarawak,2017,9,19.03907381
Sarawak,2017,10,17.20564516
Sarawak,2017,11,14.54444444
Sarawak,2017,12,13.83602151
Sarawak,2018,1,11.63636364
Sarawak,2018,2,14.23076923
Sarawak,2018,3,16.13500785
Sarawak,2018,4,17.54375
Sarawak,2018,5,13.79689704
Sarawak,2018,6,15.67275748
Sarawak,2018,7,16.2234375
Sarawak,2018,8,38.47441217
Sarawak,2018,9,43.96388889
Sarawak,2018,10,41.85087719
Sarawak,2018,11,31.16666667
Sarawak,2018,12,26.56393001
Sarawak,2019,1,34.96774194
Sarawak,2019,2,33.51785714
Sarawak,2019,3,42.78091398
Sarawak,2019,4,36.25416667
Sarawak,2019,5,33.4811828
Sarawak,2019,6,31.98194444
Sarawak,2019,7,38.23790323
Sarawak,2019,8,52.2594086
Sarawak,2019,9,65.06944444
Sarawak,2019,10,26.80913978
Sarawak,2019,11,35.26388889
Sarawak,2019,12,20.7405914
Sarawak,2020,1,24.86962366
Sarawak,2020,2,32.51436782
Sarawak,2020,3,28.24193548
Sarawak,2020,4,27.45
Sarawak,2020,5,24.21370968
Sarawak,2020,6,21.71210014
Sarawak,2020,7,25.95430108
Sarawak,2020,8,32.03225806
Sarawak,2020,9,24.15574964
Sarawak,2020,10,27.2311828
Sarawak,2020,11,21.77083333
Sarawak,2020,12,25.88709677
Sarawak,2021,1,26.54435484
Sarawak,2021,2,33.83779762
Sarawak,2021,3,34.45967742
Sarawak,2021,4,38.76527778
Sarawak,2021,5,28.81182796
Sarawak,2021,6,28.89861111
Sarawak,2021,7,29.48924731
Sarawak,2021,8,24.72311828
Sarawak,2021,9,26.75694444
Sarawak,2021,10,27.57526882
Sarawak,2021,11,24.96111111
Sarawak,2021,12,24.20564516
Sarawak,2022,1,34.83983849
Sarawak,2022,2,32.85074627
Sarawak,2022,3,38.31448276
Sarawak,2022,4,37.18611111
Sarawak,2022,5,34.5
Terengganu,2017,1,47.69489247
Terengganu,2017,2,49.80398162
Terengganu,2017,3,48.07123656
Terengganu,2017,4,28.69819193
Terengganu,2017,5,21.98384926
Terengganu,2017,6,21.41853513
Terengganu,2017,7,25.20967742
Terengganu,2017,8,21.41758242
Terengganu,2017,9,21.08034433
Terengganu,2017,10,19.59032717
Terengganu,2017,11,17.3
Terengganu,2017,12,20.4327957
Terengganu,2018,1,17.13055182
Terengganu,2018,2,30.70081301
Terengganu,2018,3,28.82526882
Terengganu,2018,4,23.04125178
Terengganu,2018,5,18.47727273
Terengganu,2018,6,22.30555556
Terengganu,2018,7,29.79032258
Terengganu,2018,8,45.54435484
Terengganu,2018,9,52.14444444
Terengganu,2018,10,44.78225806
Terengganu,2018,11,41.43714286
Terengganu,2018,12,37.92607527
Terengganu,2019,1,46.47177419
Terengganu,2019,2,50.19345238
Terengganu,2019,3,56.93145161
Terengganu,2019,4,57.91388889
Terengganu,2019,5,53.42473118
Terengganu,2019,6,53.07361111
Terengganu,2019,7,57.40591398
Terengganu,2019,8,66.58870968
Terengganu,2019,9,79.67222222
Terengganu,2019,10,44.87903226
Terengganu,2019,11,42.97777778
Terengganu,2019,12,43.36155914
Terengganu,2020,1,44.34946237
Terengganu,2020,2,49.4295977
Terengganu,2020,3,50.86155914
Terengganu,2020,4,45.01527778
Terengganu,2020,5,42.74193548
Terengganu,2020,6,48.09735744
Terengganu,2020,7,47.8561828
Terengganu,2020,8,47.09946237
Terengganu,2020,9,47.94905386
Terengganu,2020,10,46.08198925
Terengganu,2020,11,31.49305556
Terengganu,2020,12,34.86962366
Terengganu,2021,1,33.78225806
Terengganu,2021,2,45.25744048
Terengganu,2021,3,35.3844086
Terengganu,2021,4,40.9375
Terengganu,2021,5,36.89784946
Terengganu,2021,6,44.93888889
Terengganu,2021,7,54.04166667
Terengganu,2021,8,46.60080645
Terengganu,2021,9,45.37777778
Terengganu,2021,10,45.27956989
Terengganu,2021,11,29.33194444
Terengganu,2021,12,36.5577957
Terengganu,2022,1,39.68371467
Terengganu,2022,2,28.98211624
Terengganu,2022,3,37.46197183
Terengganu,2022,4,40.39861111
Terengganu,2022,5,37.1025641
Sabah,2017,1,30.18951613
Sabah,2017,2,27.03571429
Sabah,2017,3,31.48790323
Sabah,2017,4,21.40651558
Sabah,2017,5,17.7574124
Sabah,2017,6,18.10682493
Sabah,2017,7,22.93010753
Sabah,2017,8,18.88978495
Sabah,2017,9,20.04305556
Sabah,2017,10,18.30376344
Sabah,2017,11,17.65277778
Sabah,2017,12,17.67937853
Sabah,2018,1,16.6255144
Sabah,2018,2,18.65920826
Sabah,2018,3,18.62027027
Sabah,2018,4,21.99838969
Sabah,2018,5,19.91154423
Sabah,2018,6,21.77988338
Sabah,2018,7,24.70524899
Sabah,2018,8,42.16397849
Sabah,2018,9,46.93194444
Sabah,2018,10,42.54301075
Sabah,2018,11,35.35277778
Sabah,2018,12,39.53360215
Sabah,2019,1,41.59139785
Sabah,2019,2,48.11160714
Sabah,2019,3,52.74865591
Sabah,2019,4,47.29305556
Sabah,2019,5,44.92607527
Sabah,2019,6,37.07638889
Sabah,2019,7,44.71370968
Sabah,2019,8,56.50403226
Sabah,2019,9,63.22916667
Sabah,2019,10,29.47177419
Sabah,2019,11,42.49166667
Sabah,2019,12,35.05241935
Sabah,2020,1,40.66263441
Sabah,2020,2,42.57183908
Sabah,2020,3,44.81048387
Sabah,2020,4,44.95416667
Sabah,2020,5,34.56317204
Sabah,2020,6,30.14464534
Sabah,2020,7,28.3266129
Sabah,2020,8,42.63978495
Sabah,2020,9,36.78893741
Sabah,2020,10,44.60349462
Sabah,2020,11,38.78194444
Sabah,2020,12,35.54435484
Sabah,2021,1,34.23521505
Sabah,2021,2,41.34672619
Sabah,2021,3,42.20967742
Sabah,2021,4,49.53472222
Sabah,2021,5,38.82503365
Sabah,2021,6,46.29444444
Sabah,2021,7,46.83064516
Sabah,2021,8,38.1061828
Sabah,2021,9,29.71805556
Sabah,2021,10,41.10887097
Sabah,2021,11,30.84045584
Sabah,2021,12,38.02150538
Sabah,2022,1,33.47009736
Sabah,2022,2,31.80774963
Sabah,2022,3,33.18854749
Sabah,2022,4,35.18055556
Sabah,2022,5,31.53846154
Sabah,2017,1,
Sabah,2017,2,
Sabah,2017,3,
Sabah,2017,4,12.2
Sabah,2017,5,12.65920826
Sabah,2017,6,10.60814249
Sabah,2017,7,13.38483965
Sabah,2017,8,11.27183099
Sabah,2017,9,11.67548747
Sabah,2017,10,13.61869436
Sabah,2017,11,12.98104956
Sabah,2017,12,10.85302594
Sabah,2018,1,11.25706595
Sabah,2018,2,14.48701299
Sabah,2018,3,14.97286296
Sabah,2018,4,18.27753934
Sabah,2018,5,15.04466859
Sabah,2018,6,14.38557994
Sabah,2018,7,17.18145161
Sabah,2018,8,37.82392473
Sabah,2018,9,36.0375
Sabah,2018,10,29.96102151
Sabah,2018,11,23.73194444
Sabah,2018,12,22.34005376
Sabah,2019,1,32.58736559
Sabah,2019,2,54.60357675
Sabah,2019,3,62.375
Sabah,2019,4,47.89305556
Sabah,2019,5,34.28360215
Sabah,2019,6,24.425
Sabah,2019,7,32.2594086
Sabah,2019,8,48.33602151
Sabah,2019,9,60.50833333
Sabah,2019,10,23.88575269
Sabah,2019,11,30.29861111
Sabah,2019,12,17.7688172
Sabah,2020,1,31.90725806
Sabah,2020,2,50.53017241
Sabah,2020,3,48.84274194
Sabah,2020,4,43.52638889
Sabah,2020,5,29.20295699
Sabah,2020,6,15.82753825
Sabah,2020,7,16.69086022
Sabah,2020,8,23.25806452
Sabah,2020,9,16.97525473
Sabah,2020,10,21.32930108
Sabah,2020,11,20.46111111
Sabah,2020,12,19.3266129
Sabah,2021,1,16.4811828
Sabah,2021,2,28.10416667
Sabah,2021,3,28.23087432
Sabah,2021,4,39.33194444
Sabah,2021,5,18.76478495
Sabah,2021,6,18.32916667
Sabah,2021,7,22.14247312
Sabah,2021,8,18.6922043
Sabah,2021,9,17.80028736
Sabah,2021,10,26.64112903
Sabah,2021,11,16.1785174
Sabah,2021,12,15.46639785
Sabah,2022,1,25.05645161
Sabah,2022,2,19.3452381
Sabah,2022,3,19.49654219
Sabah,2022,4,24.24264706
Sabah,2022,5,21.83333333
Selangor,2017,1,
Selangor,2017,2,
Selangor,2017,3,
Selangor,2017,4,
Selangor,2017,5,
Selangor,2017,6,
Selangor,2017,7,
Selangor,2017,8,
Selangor,2017,9,
Selangor,2017,10,
Selangor,2017,11,
Selangor,2017,12,
Selangor,2018,1,37.83848315
Selangor,2018,2,42.85714286
Selangor,2018,3,46.67876344
Selangor,2018,4,43.61505682
Selangor,2018,5,41.55107527
Selangor,2018,6,35.82666667
Selangor,2018,7,37.32049519
Selangor,2018,8,60.06317204
Selangor,2018,9,66.03055556
Selangor,2018,10,59.49462366
Selangor,2018,11,56.60138889
Selangor,2018,12,58.86290323
Selangor,2019,1,61.00418994
Selangor,2019,2,65.57589286
Selangor,2019,3,69.14784946
Selangor,2019,4,62.45972222
Selangor,2019,5,58.43548387
Selangor,2019,6,55.10277778
Selangor,2019,7,66.72580645
Selangor,2019,8,74.92876344
Selangor,2019,9,107.0319444
Selangor,2019,10,65.67741935
Selangor,2019,11,64.53333333
Selangor,2019,12,62.39516129
Selangor,2020,1,62.51612903
Selangor,2020,2,61.67528736
Selangor,2020,3,60.72177419
Selangor,2020,4,56.5625
Selangor,2020,5,58.86693548
Selangor,2020,6,62.07093185
Selangor,2020,7,64.62365591
Selangor,2020,8,68.07671602
Selangor,2020,9,62.48471616
Selangor,2020,10,64.5
Selangor,2020,11,63.93055556
Selangor,2020,12,63.88306452
Selangor,2021,1,64.26209677
Selangor,2021,2,71.32886905
Selangor,2021,3,69.65053763
Selangor,2021,4,66.03333333
Selangor,2021,5,73.75672043
Selangor,2021,6,65.65972222
Selangor,2021,7,70.20295699
Selangor,2021,8,66.16935484
Selangor,2021,9,65.44722222
Selangor,2021,10,73.44892473
Selangor,2021,11,70.19027778
Selangor,2021,12,80.28360215
Selangor,2022,1,69.16823688
Selangor,2022,2,64.08494784
Selangor,2022,3,59.85793103
Selangor,2022,4,63.23888889
Selangor,2022,5,60.87179487
Johor,2017,1,
Johor,2017,2,
Johor,2017,3,
Johor,2017,4,26.02788845
Johor,2017,5,25.10561798
Johor,2017,6,26.6348228
Johor,2017,7,28.20752089
Johor,2017,8,24.93369418
Johor,2017,9,24.52777778
Johor,2017,10,24.33188406
Johor,2017,11,17.95833333
Johor,2017,12,18.39034483
Johor,2018,1,14.90798376
Johor,2018,2,21.62626263
Johor,2018,3,21.16133942
Johor,2018,4,21.0375
Johor,2018,5,21.53952843
Johor,2018,6,24.49027778
Johor,2018,7,26.00403226
Johor,2018,8,43.62634409
Johor,2018,9,56.16388889
Johor,2018,10,48.72580645
Johor,2018,11,45.41388889
Johor,2018,12,43.27284946
Johor,2019,1,41.99731183
Johor,2019,2,45.85863095
Johor,2019,3,58.6155914
Johor,2019,4,52.775
Johor,2019,5,55.43413978
Johor,2019,6,51.8
Johor,2019,7,57.44758065
Johor,2019,8,65.34811828
Johor,2019,9,82.12361111
Johor,2019,10,50.16666667
Johor,2019,11,44.46388889
Johor,2019,12,25.53360215
Johor,2020,1,27.29166667
Johor,2020,2,28.9683908
Johor,2020,3,40.15746972
Johor,2020,4,32.00277778
Johor,2020,5,34.98788694
Johor,2020,6,38.12378303
Johor,2020,7,38.95026882
Johor,2020,8,44.35215054
Johor,2020,9,33.27947598
Johor,2020,10,41.58467742
Johor,2020,11,27.85277778
Johor,2020,12,35.67204301
Johor,2021,1,27.65456989
Johor,2021,2,42.49404762
Johor,2021,3,43.00134409
Johor,2021,4,47.54027778
Johor,2021,5,42.51612903
Johor,2021,6,50.70416667
Johor,2021,7,47.88531469
Johor,2021,8,38.03360215
Johor,2021,9,37.53472222
Johor,2021,10,48.13575269
Johor,2021,11,33.96111111
Johor,2021,12,33.70833333
Johor,2022,1,31.58467742
Johor,2022,2,28.45007452
Johor,2022,3,36.30506156
Johor,2022,4,40.72035139
Johor,2022,5,43.69871795
Kelantan,2017,1,48.39516129
Kelantan,2017,2,55.6577381
Kelantan,2017,3,55.16129032
Kelantan,2017,4,33.74096386
Kelantan,2017,5,23.19308357
Kelantan,2017,6,23.16925247
Kelantan,2017,7,31.22043011
Kelantan,2017,8,21.73207037
Kelantan,2017,9,18.9625
Kelantan,2017,10,22.87231183
Kelantan,2017,11,18.21664275
Kelantan,2017,12,25.83736559
Kelantan,2018,1,22.45014245
Kelantan,2018,2,33.53409091
Kelantan,2018,3,31.52638889
Kelantan,2018,4,26.00833333
Kelantan,2018,5,23.54166667
Kelantan,2018,6,26.98511905
Kelantan,2018,7,28.83467742
Kelantan,2018,8,47.07930108
Kelantan,2018,9,41.42083333
Kelantan,2018,10,43.10483871
Kelantan,2018,11,38.77638889
Kelantan,2018,12,34.67876344
Kelantan,2019,1,43.33736559
Kelantan,2019,2,46.8735119
Kelantan,2019,3,60.45430108
Kelantan,2019,4,56.66944444
Kelantan,2019,5,48.95698925
Kelantan,2019,6,47.56111111
Kelantan,2019,7,61.16397849
Kelantan,2019,8,62.41263441
Kelantan,2019,9,65.93611111
Kelantan,2019,10,52.82930108
Kelantan,2019,11,55.78194444
Kelantan,2019,12,54.53763441
Kelantan,2020,1,50.27956989
Kelantan,2020,2,51.06178161
Kelantan,2020,3,54.23180593
Kelantan,2020,4,49.43472222
Kelantan,2020,5,49.02822581
Kelantan,2020,6,47.44506259
Kelantan,2020,7,52.97311828
Kelantan,2020,8,57.74327957
Kelantan,2020,9,51.81368268
Kelantan,2020,10,44.57930108
Kelantan,2020,11,41.28055556
Kelantan,2020,12,41.52956989
Kelantan,2021,1,52.04166667
Kelantan,2021,2,60.17559524
Kelantan,2021,3,48.96505376
Kelantan,2021,4,53.39444444
Kelantan,2021,5,50.6125
Kelantan,2021,6,53.11944444
Kelantan,2021,7,59.62634409
Kelantan,2021,8,48.82795699
Kelantan,2021,9,52.08727811
Kelantan,2021,10,54.93548387
Kelantan,2021,11,34.61666667
Kelantan,2021,12,48.56048387
Kelantan,2022,1,58.46164199
Kelantan,2022,2,45.05067064
Kelantan,2022,3,54.36155914
Kelantan,2022,4,52.61527778
Kelantan,2022,5,59.46153846
Sabah,2017,1,40.41830986
Sabah,2017,2,37.96428571
Sabah,2017,3,35.30376344
Sabah,2017,4,28.54455446
Sabah,2017,5,21.21712538
Sabah,2017,6,21.52216749
Sabah,2017,7,22.09038737
Sabah,2017,8,17.91819699
Sabah,2017,9,18.61381476
Sabah,2017,10,18.20028612
Sabah,2017,11,16.56676558
Sabah,2017,12,16.24208861
Sabah,2018,1,15.69594595
Sabah,2018,2,20.58928571
Sabah,2018,3,20.71908602
Sabah,2018,4,22.99858156
Sabah,2018,5,19.90087464
Sabah,2018,6,21.64899713
Sabah,2018,7,25.3353566
Sabah,2018,8,45.74787535
Sabah,2018,9,47.89583333
Sabah,2018,10,45.21506849
Sabah,2018,11,36.42638889
Sabah,2018,12,37.2594086
Sabah,2019,1,46.84005376
Sabah,2019,2,57.1577381
Sabah,2019,3,60.13575269
Sabah,2019,4,50.12638889
Sabah,2019,5,43.70295699
Sabah,2019,6,32.41527778
Sabah,2019,7,38.12903226
Sabah,2019,8,51.52419355
Sabah,2019,9,63.03888889
Sabah,2019,10,35.2688172
Sabah,2019,11,34.96388889
Sabah,2019,12,24.41397849
Sabah,2020,1,38.96370968
Sabah,2020,2,48.81178161
Sabah,2020,3,48.05645161
Sabah,2020,4,38.98472222
Sabah,2020,5,28.125
Sabah,2020,6,23.2433936
Sabah,2020,7,20.8172043
Sabah,2020,8,31.94758065
Sabah,2020,9,25.86754003
Sabah,2020,10,26.13037634
Sabah,2020,11,25.36666667
Sabah,2020,12,24.125
Sabah,2021,1,22.57123656
Sabah,2021,2,32.32589286
Sabah,2021,3,38.2594086
Sabah,2021,4,38.06111111
Sabah,2021,5,29.42069892
Sabah,2021,6,31.43333333
Sabah,2021,7,32.93951613
Sabah,2021,8,29.34543011
Sabah,2021,9,26.29444444
Sabah,2021,10,31.84254144
Sabah,2021,11,28.18472222
Sabah,2021,12,39.4905914
Sabah,2022,1,38.58411844
Sabah,2022,2,38.32637854
Sabah,2022,3,30.05578231
Sabah,2022,4,35.59861111
Sabah,2022,5,37.34615385
Johor,2017,1,34.52688172
Johor,2017,2,41.15100154
Johor,2017,3,40.60887097
Johor,2017,4,32.80586081
Johor,2017,5,15.08196721
Johor,2017,6,18.32857143
Johor,2017,7,18.8077957
Johor,2017,8,21.32476319
Johor,2017,9,23.46011396
Johor,2017,10,27.40994624
Johor,2017,11,19.86529319
Johor,2017,12,22.18860244
Johor,2018,1,15.85868102
Johor,2018,2,28.10064935
Johor,2018,3,18.8077957
Johor,2018,4,21.94677871
Johor,2018,5,18.60080645
Johor,2018,6,19.375
Johor,2018,7,22.09703504
Johor,2018,8,39.12113055
Johor,2018,9,52.50277778
Johor,2018,10,52.14247312
Johor,2018,11,43.25833333
Johor,2018,12,33.52016129
Johor,2019,1,33.07258065
Johor,2019,2,35.05803571
Johor,2019,3,50.50806452
Johor,2019,4,47.05416667
Johor,2019,5,50.59448276
Johor,2019,6,39.19861111
Johor,2019,7,48.25537634
Johor,2019,8,54.76747312
Johor,2019,9,69.47222222
Johor,2019,10,53.09274194
Johor,2019,11,46.9125
Johor,2019,12,26.04569892
Johor,2020,1,28.28494624
Johor,2020,2,30.1566092
Johor,2020,3,33.01211306
Johor,2020,4,32.67361111
Johor,2020,5,36.9811828
Johor,2020,6,35.20305981
Johor,2020,7,29.67741935
Johor,2020,8,38.41935484
Johor,2020,9,33.33042213
Johor,2020,10,45.65188172
Johor,2020,11,31.44166667
Johor,2020,12,30.71102151
Johor,2021,1,33.11290323
Johor,2021,2,42.79613095
Johor,2021,3,38.04301075
Johor,2021,4,49.11111111
Johor,2021,5,36.81048387
Johor,2021,6,48.93696275
Johor,2021,7,44.55645161
Johor,2021,8,37.85483871
Johor,2021,9,39.975
Johor,2021,10,45.78629032
Johor,2021,11,36.11527778
Johor,2021,12,30.38709677
Johor,2022,1,26.98115747
Johor,2022,2,21.39493294
Johor,2022,3,28.09005376
Johor,2022,4,43.10138889
Johor,2022,5,39.54193548
Selangor,2017,1,
Selangor,2017,2,
Selangor,2017,3,
Selangor,2017,4,
Selangor,2017,5,
Selangor,2017,6,
Selangor,2017,7,
Selangor,2017,8,
Selangor,2017,9,
Selangor,2017,10,
Selangor,2017,11,
Selangor,2017,12,
Selangor,2018,1,17.75100942
Selangor,2018,2,29.05194805
Selangor,2018,3,25.26344086
Selangor,2018,4,25.69340974
Selangor,2018,5,21.79459459
Selangor,2018,6,22.71982116
Selangor,2018,7,24.60653409
Selangor,2018,8,51.71908602
Selangor,2018,9,57.78472222
Selangor,2018,10,49.02956989
Selangor,2018,11,51.32777778
Selangor,2018,12,45.59274194
Selangor,2019,1,51.54435484
Selangor,2019,2,57.79464286
Selangor,2019,3,64.79301075
Selangor,2019,4,58.28194444
Selangor,2019,5,51.33736559
Selangor,2019,6,54.31805556
Selangor,2019,7,61.09811828
Selangor,2019,8,69.75268817
Selangor,2019,9,98.29027778
Selangor,2019,10,54.51344086
Selangor,2019,11,46.01666667
Selangor,2019,12,43.02822581
Selangor,2020,1,47.3172043
Selangor,2020,2,48.40517241
Selangor,2020,3,55.40591398
Selangor,2020,4,45.74027778
Selangor,2020,5,46.17876344
Selangor,2020,6,54.76077886
Selangor,2020,7,58.56317204
Selangor,2020,8,63.5483871
Selangor,2020,9,54.0014556
Selangor,2020,10,52.78494624
Selangor,2020,11,43.95277778
Selangor,2020,12,46.61155914
Selangor,2021,1,53.06586022
Selangor,2021,2,63.70535714
Selangor,2021,3,57.65591398
Selangor,2021,4,55.17638889
Selangor,2021,5,58.82123656
Selangor,2021,6,60.30138889
Selangor,2021,7,55.92876344
Selangor,2021,8,49.11693548
Selangor,2021,9,53.45555556
Selangor,2021,10,54.75537634
Selangor,2021,11,49.42916667
Selangor,2021,12,54.39495798
Selangor,2022,1,54.33512786
Selangor,2022,2,49.86885246
Selangor,2022,3,55.23489011
Selangor,2022,4,59.13888889
Selangor,2022,5,63.26282051
Terengganu,2017,1,32.95205479
Terengganu,2017,2,39.50446429
Terengganu,2017,3,40.5766129
Terengganu,2017,4,30.72377622
Terengganu,2017,5,25.73728814
Terengganu,2017,6,25.67638889
Terengganu,2017,7,29.34543011
Terengganu,2017,8,24.85345997
Terengganu,2017,9,22.15020862
Terengganu,2017,10,21.74860335
Terengganu,2017,11,17.08843537
Terengganu,2017,12,23.42175857
Terengganu,2018,1,24.59831461
Terengganu,2018,2,35.0796748
Terengganu,2018,3,23.21775312
Terengganu,2018,4,22.98607242
Terengganu,2018,5,21.90497076
Terengganu,2018,6,23.74135338
Terengganu,2018,7,28.09704641
Terengganu,2018,8,49.18115942
Terengganu,2018,9,47.82777778
Terengganu,2018,10,44.34139785
Terengganu,2018,11,41.19027182
Terengganu,2018,12,33.59139785
Terengganu,2019,1,42.05510753
Terengganu,2019,2,51.5297619
Terengganu,2019,3,60.13037634
Terengganu,2019,4,56.32083333
Terengganu,2019,5,53.54435484
Terengganu,2019,6,53.79027778
Terengganu,2019,7,59.0672043
Terengganu,2019,8,67.77688172
Terengganu,2019,9,75.11944444
Terengganu,2019,10,47.5
Terengganu,2019,11,37.59583333
Terengganu,2019,12,43.88575269
Terengganu,2020,1,49.12903226
Terengganu,2020,2,47.54741379
Terengganu,2020,3,53.97177419
Terengganu,2020,4,45.21805556
Terengganu,2020,5,50.64919355
Terengganu,2020,6,52.12934631
Terengganu,2020,7,54.10080645
Terengganu,2020,8,57.21265141
Terengganu,2020,9,56.16618076
Terengganu,2020,10,50.75
Terengganu,2020,11,35.13194444
Terengganu,2020,12,40.8077957
Terengganu,2021,1,52.35752688
Terengganu,2021,2,64.07440476
Terengganu,2021,3,53.62768817
Terengganu,2021,4,54.46111111
Terengganu,2021,5,51.05241935
Terengganu,2021,6,57.87083333
Terengganu,2021,7,55.7983871
Terengganu,2021,8,56.29704301
Terengganu,2021,9,49.81666667
Terengganu,2021,10,52.41801075
Terengganu,2021,11,35.12361111
Terengganu,2021,12,39.97346369
Terengganu,2022,1,52.44818304
Terengganu,2022,2,38.74813711
Terengganu,2022,3,53.24596774
Terengganu,2022,4,57.6689847
Terengganu,2022,5,64.28205128
Sarawak,2017,1,32.34543011
Sarawak,2017,2,32.70833333
Sarawak,2017,3,35.0483871
Sarawak,2017,4,23.35694444
Sarawak,2017,5,18.59933775
Sarawak,2017,6,18.12908012
Sarawak,2017,7,16.7191679
Sarawak,2017,8,16.54200542
Sarawak,2017,9,21.66527778
Sarawak,2017,10,18.41129032
Sarawak,2017,11,13.69
Sarawak,2017,12,15.41506647
Sarawak,2018,1,11.50970018
Sarawak,2018,2,16.55606407
Sarawak,2018,3,19.29172511
Sarawak,2018,4,21.78222222
Sarawak,2018,5,16.10985915
Sarawak,2018,6,17.64722222
Sarawak,2018,7,26.76987448
Sarawak,2018,8,61.03494624
Sarawak,2018,9,58.54027778
Sarawak,2018,10,46.28763441
Sarawak,2018,11,43.49027778
Sarawak,2018,12,38.4516129
